行,変電所名,都道府県,結果,緯度,経度,OSM側の名称
5079,間野平変電所,広島県,一致なし,,,
5080,防府変電所,山口県,一致なし,,,
5081,阿品台変電所,広島県,一致なし,,,
5082,隅の浜変電所,広島県,一致なし,,,
5083,飯室変電所,広島県,一致なし,,,
5084,駅家北変電所,広島県,一致なし,,,
5085,高屋変電所,広島県,一致なし,,,
5086,高松変電所,島根県,一致なし,,,
5087,高梁変電所,岡山県,一致なし,,,
5088,高須変電所,広島県,一致なし,,,
5089,鳥取変電所,鳥取県,一致なし,,,
5090,鶴見変電所,広島県,一致なし,,,
5091,麻里布変電所,山口県,一致なし,,,
5092,七日市変電所,岡山県,一致なし,,,
5095,三野変電所,岡山県,一致なし,,,
5096,上市変電所,岡山県,一致なし,,,
5097,下府変電所,島根県,一致なし,,,
5099,中畝変電所,岡山県,一致なし,,,
5100,串田変電所,岡山県,一致なし,,,
5101,久世変電所,岡山県,一致なし,,,
5102,久米変電所,岡山県,一致なし,,,
5103,二本木変電所,鳥取県,一致なし,,,
5104,仁万変電所,島根県,一致なし,,,
5105,仁方変電所,広島県,一致なし,,,
5106,伊部変電所,岡山県,一致なし,,,
5107,佐々並川変電所,山口県,一致なし,,,
5108,児島変電所,岡山県,一致なし,,,
5109,八東変電所,鳥取県,一致なし,,,
5110,八橋変電所,鳥取県,一致なし,,,
5111,出部変電所,岡山県,一致なし,,,
5112,加茂変電所,岡山県,一致なし,,,
5113,勝央変電所,岡山県,一致なし,,,
5114,勝山第二変電所,岡山県,一致なし,,,
5115,北原変電所,島根県,一致なし,,,
5116,北津山変電所,岡山県,一致なし,,,
5117,古川変電所,岡山県,一致なし,,,
5118,周匝変電所,岡山県,一致なし,,,
5119,周布変電所,島根県,一致なし,,,
5120,周布川第二変電所,島根県,一致なし,,,
5121,味野変電所,岡山県,一致なし,,,
5122,多伎変電所,島根県,一致なし,,,
5123,夜見変電所,鳥取県,一致なし,,,
5124,大元変電所,岡山県,一致なし,,,
5125,大内変電所,鳥取県,一致なし,,,
5126,大原変電所,岡山県,一致なし,,,
5127,大田変電所,島根県,一致なし,,,
5128,大社変電所,島根県,一致なし,,,
5129,大竹変電所,広島県,一致なし,,,
5130,太華変電所,山口県,一致なし,,,
5131,奥津変電所,岡山県,一致なし,,,
5132,宇田川変電所,鳥取県,一致なし,,,
5133,山田変電所,岡山県,一致なし,,,
5134,川尻変電所,広島県,一致なし,,,
5135,川跡変電所,島根県,一致なし,,,
5136,帝釈川変電所,広島県,一致なし,,,
5137,平作原変電所,岡山県,一致なし,,,
5139,広変電所,広島県,一致なし,,,
5140,弓削変電所,岡山県,一致なし,,,
5141,御津変電所,岡山県,一致なし,,,
5142,愛宕変電所,山口県,一致なし,,,
5143,成羽変電所,岡山県,一致なし,,,
5144,敬川変電所,島根県,一致なし,,,
5145,新川平変電所,鳥取県,一致なし,,,
5146,新湊変電所,岡山県,一致なし,,,
5147,日南変電所,鳥取県,一致なし,,,
5148,日原変電所,島根県,一致なし,,,
5149,日比変電所,岡山県,一致なし,,,
5150,日登変電所,島根県,一致なし,,,
5152,旭変電所,鳥取県,一致なし,,,
5153,明木変電所,山口県,一致なし,,,
5154,晴海変電所,広島県,一致なし,,,
5155,有漢変電所,岡山県,一致なし,,,
5156,服部変電所,岡山県,一致なし,,,
5157,木次変電所,島根県,一致なし,,,
5159,来見野変電所,鳥取県,一致なし,,,
5160,東城変電所,広島県,一致なし,,,
5161,東津山変電所,岡山県,一致なし,,,
5162,松浜変電所,広島県,一致なし,,,
5163,林野変電所,岡山県,一致なし,,,
5164,桜江変電所,島根県,一致なし,,,
5165,江津変電所,島根県,一致なし,,,
5166,津ノ井変電所,鳥取県,一致なし,,,
5167,津和野変電所,島根県,一致なし,,,
5168,津山変電所,岡山県,一致なし,,,
5169,津山口変電所,岡山県,一致なし,,,
5170,浜田変電所,島根県,一致なし,,,
5171,温泉津変電所,島根県,一致なし,,,
5172,湊山変電所,鳥取県,一致なし,,,
5173,滝部変電所,山口県,一致なし,,,
5174,牧変電所,鳥取県,一致なし,,,
5175,玖珂西変電所,山口県,一致なし,,,
5176,用瀬変電所,鳥取県,一致なし,,,
5177,田原変電所,岡山県,一致なし,,,
5178,由宇変電所,山口県,一致なし,,,
5179,皆生変電所,鳥取県,一致なし,,,
5180,益田変電所,島根県,一致なし,,,
5181,直島変電所,岡山県,一致なし,,,
5182,真加部変電所,岡山県,一致なし,,,
5183,矢上変電所,島根県,一致なし,,,
5184,神代変電所,山口県,一致なし,,,
5185,福栄変電所,山口県,一致なし,,,
5186,美和変電所,山口県,一致なし,,,
5187,美星変電所,岡山県,一致なし,,,
5188,美東変電所,山口県,一致なし,,,
5189,羽合変電所,鳥取県,一致なし,,,
5190,荘内変電所,岡山県,一致なし,,,
5191,落合水力変電所,広島県,一致なし,,,
5192,西市変電所,山口県,一致なし,,,
5193,見初変電所,山口県,一致なし,,,
5194,請川変電所,山口県,一致なし,,,
5195,豊島変電所,岡山県,一致なし,,,
5196,賀陽変電所,岡山県,一致なし,,,
5197,金岡変電所,岡山県,一致なし,,,
5198,鋳銭司変電所,山口県,一致なし,,,
5199,錦川第一変電所,山口県,一致なし,,,
5200,錦川第二変電所,山口県,一致なし,,,
5201,長門峡変電所,山口県,一致なし,,,
5202,間上変電所,山口県,一致なし,,,
5203,阿月変電所,山口県,一致なし,,,
5204,阿知須変電所,山口県,一致なし,,,
5205,鞆変電所,広島県,一致なし,,,
5206,高津変電所,島根県,一致なし,,,
5207,鹿島変電所,島根県,一致なし,,,
5208,黒坂変電所,鳥取県,一致なし,,,
5274,川内変電所,,一致(全国)だが四国エリア外のため不採用,,,川内変電所
5275,阿南火力変電所,,一致なし,,,
5276,蔭平変電所,,一致なし,,,
5277,新改変電所,,一致なし,,,
5278,奈半利川変電所,,一致なし,,,
5279,壬生川変電所,,一致なし,,,
5280,西条火力変電所,,一致なし,,,
5281,坂出火力変電所,,一致なし,,,
5282,久礼変電所,高知県,一致なし,,,
5283,押岡変電所,高知県,一致なし,,,
5284,長沢変電所,高知県,一致なし,,,
5285,ひうち変電所,愛媛県,一致なし,,,
5286,一宇変電所,徳島県,一致なし,,,
5287,一宮変電所,高知県,一致なし,,,
5288,三渓変電所,徳島県,一致なし,,,
5289,三瓶変電所,愛媛県,一致なし,,,
5290,三野変電所,徳島県,一致なし,,,
5292,上板変電所,徳島県,一致なし,,,
5293,上浦変電所,徳島県,一致なし,,,
5294,下知変電所,高知県,一致なし,,,
5295,中村変電所,高知県,一致なし,,,
5296,中野変電所,愛媛県,一致なし,,,
5297,丸の内変電所,香川県,一致なし,,,
5298,丹原変電所,愛媛県,一致なし,,,
5299,亀岡変電所,愛媛県,一致なし,,,
5300,亀浦変電所,愛媛県,一致なし,,,
5301,仁尾変電所,香川県,一致なし,,,
5302,今切変電所,徳島県,一致なし,,,
5303,今治変電所,愛媛県,一致なし,,,
5304,仏生山変電所,香川県,一致なし,,,
5305,伊予川変電所,徳島県,一致なし,,,
5306,伊野変電所,高知県,一致なし,,,
5308,佐賀変電所,高知県,一致なし,,,
5309,保内変電所,愛媛県,一致なし,,,
5310,八倉変電所,愛媛県,一致なし,,,
5311,八幡浜変電所,愛媛県,一致なし,,,
5312,六条変電所,香川県,一致なし,,,
5313,内子変電所,愛媛県,一致なし,,,
5314,出合変電所,徳島県,一致なし,,,
5315,出目変電所,愛媛県,一致なし,,,
5316,切幡変電所,徳島県,一致なし,,,
5317,切越変電所,徳島県,一致なし,,,
5318,加枝変電所,高知県,一致なし,,,
5319,助任変電所,徳島県,一致なし,,,
5320,勝岡変電所,愛媛県,一致なし,,,
5321,北島変電所,徳島県,一致なし,,,
5322,南井上変電所,徳島県,一致なし,,,
5323,南国変電所,高知県,一致なし,,,
5324,原町変電所,愛媛県,一致なし,,,
5325,吉田変電所,愛媛県,一致なし,,,
5326,名頃変電所,徳島県,一致なし,,,
5327,善通寺変電所,香川県,一致なし,,,
5328,喜多川変電所,愛媛県,一致なし,,,
5329,土居変電所,愛媛県,一致なし,,,
5330,垂水変電所,香川県,一致なし,,,
5332,多喜浜変電所,愛媛県,一致なし,,,
5334,多賀変電所,愛媛県,一致なし,,,
5335,大久変電所,愛媛県,一致なし,,,
5337,大浜変電所,香川県,一致なし,,,
5338,大浦変電所,愛媛県,一致なし,,,
5339,室戸変電所,高知県,一致なし,,,
5340,宿毛変電所,高知県,一致なし,,,
5341,寄井変電所,徳島県,一致なし,,,
5342,富岡変電所,徳島県,一致なし,,,
5343,富田変電所,愛媛県,一致なし,,,
5344,寒川変電所,愛媛県,一致なし,,,
5345,小松島変電所,徳島県,一致なし,,,
5347,屋島変電所,香川県,一致なし,,,
5348,山川変電所,徳島県,一致なし,,,
5349,山本変電所,香川県,一致なし,,,
5350,山際変電所,愛媛県,一致なし,,,
5351,岩松変電所,愛媛県,一致なし,,,
5352,常磐変電所,香川県,一致なし,,,
5353,平島変電所,徳島県,一致なし,,,
5354,平田変電所,愛媛県,一致なし,,,
5356,広野変電所,徳島県,一致なし,,,
5357,引田変電所,香川県,一致なし,,,
5358,御荘変電所,愛媛県,一致なし,,,
5359,徳島変電所,徳島県,一致なし,,,
5360,徳森変電所,愛媛県,一致なし,,,
5361,惣川変電所,愛媛県,一致なし,,,
5362,戸内変電所,高知県,一致なし,,,
5363,政枝変電所,愛媛県,一致なし,,,
5364,敷地変電所,徳島県,一致なし,,,
5365,日和佐変電所,徳島県,一致なし,,,
5366,日野谷変電所,徳島県,一致なし,,,
5367,旭変電所,高知県,一致なし,,,
5368,春日変電所,愛媛県,一致なし,,,
5371,朝倉変電所,高知県,一致なし,,,
5372,朝倉北変電所,愛媛県,一致なし,,,
5373,朝日町変電所,愛媛県,一致なし,,,
5374,末広変電所,徳島県,一致なし,,,
5375,本町変電所,高知県,一致なし,,,
5376,東浜変電所,香川県,一致なし,,,
5377,東豊永変電所,高知県,一致なし,,,
5378,東雲変電所,愛媛県,一致なし,,,
5379,松前変電所,愛媛県,一致なし,,,
5380,松尾川第二変電所,徳島県,一致なし,,,
5381,松島変電所,香川県,一致なし,,,
5382,板野変電所,徳島県,一致なし,,,
5383,林変電所,徳島県,一致なし,,,
5384,林田変電所,香川県,一致なし,,,
5385,枝堀変電所,愛媛県,一致なし,,,
5386,枝松変電所,愛媛県,一致なし,,,
5387,柳井田変電所,愛媛県,一致なし,,,
5388,柳瀬変電所,愛媛県,一致なし,,,
5389,桂浜変電所,高知県,一致なし,,,
5391,梼原川第一変電所,高知県,一致なし,,,
5392,梼原川第二変電所,高知県,一致なし,,,
5393,横林変電所,愛媛県,一致なし,,,
5394,橘変電所,徳島県,一致なし,,,
5395,永瀬変電所,高知県,一致なし,,,
5396,江の口変電所,高知県,一致なし,,,
5397,池田変電所,徳島県,一致なし,,,
5398,泉川変電所,愛媛県,一致なし,,,
5399,波止浜変電所,愛媛県,一致なし,,,
5400,津賀変電所,高知県,一致なし,,,
5401,浅川変電所,愛媛県,一致なし,,,
5402,浜田変電所,愛媛県,一致なし,,,
5403,海南変電所,徳島県,一致なし,,,
5404,清水変電所,高知県,一致なし,,,
5405,湯山変電所,愛媛県,一致なし,,,
5406,琴平変電所,香川県,一致なし,,,
5407,田野変電所,高知県,一致なし,,,
5408,番の州変電所,香川県,一致なし,,,
5409,番町変電所,愛媛県,一致なし,,,
5410,石井変電所,愛媛県,一致なし,,,
5411,祖谷変電所,徳島県,一致なし,,,
5412,穴内川変電所,高知県,一致なし,,,
5413,穴吹変電所,徳島県,一致なし,,,
5414,窪川変電所,高知県,一致なし,,,
5415,立田変電所,高知県,一致なし,,,
5416,竹原変電所,愛媛県,一致なし,,,
5417,第五黒川変電所,愛媛県,一致なし,,,
5418,筆山変電所,高知県,一致なし,,,
5419,脇町変電所,徳島県,一致なし,,,
5420,若宮変電所,愛媛県,一致なし,,,
5421,蔵本変電所,徳島県,一致なし,,,
5422,藍場変電所,徳島県,一致なし,,,
5423,衣山変電所,愛媛県,一致なし,,,
5424,西通変電所,香川県,一致なし,,,
5426,詫間変電所,香川県,一致なし,,,
5427,豊中変電所,香川県,一致なし,,,
5428,豊浜変電所,香川県,一致なし,,,
5429,貞光変電所,徳島県,一致なし,,,
5430,赤石変電所,徳島県,一致なし,,,
5431,辰巳変電所,徳島県,一致なし,,,
5432,農人町変電所,高知県,一致なし,,,
5433,道後変電所,愛媛県,一致なし,,,
5434,郡中変電所,愛媛県,一致なし,,,
5435,重信変電所,愛媛県,一致なし,,,
5436,野村変電所,愛媛県,一致なし,,,
5437,長浜変電所,愛媛県,一致なし,,,
5438,雑賀変電所,徳島県,一致なし,,,
5439,面河第一変電所,愛媛県,一致なし,,,
5440,香我美変電所,高知県,一致なし,,,
5441,香東変電所,香川県,一致なし,,,
5442,高岡変電所,高知県,一致なし,,,
5443,高松中央変電所,香川県,一致なし,,,
5444,高瀬変電所,香川県,一致なし,,,
5445,鷲敷変電所,徳島県,一致なし,,,
5446,鷹子変電所,愛媛県,一致なし,,,
5804,苓北変電所,,一致なし,,,
5805,一ツ瀬変電所,,一致なし,,,
5806,上椎葉変電所,,一致なし,,,
5807,東豊前変電所,,一致なし,,,
5808,西佐世保変電所,,一致なし,,,
5809,速見変電所,,一致なし,,,
5810,塚原変電所,,一致(全国)だが九州エリア外のため不採用,,,塚原変電所
5811,大口変電所,,一致なし,,,
5812,大山変電所,,一致なし,,,
5813,大淀第二変電所,,一致なし,,,
5814,末吉変電所,,一致(全国)だが九州エリア外のため不採用,,,末吉変電所
5815,末広変電所,,候補2件で特定不可,,,
5816,港変電所,,一致なし,,,
5818,西山鹿変電所,,一致なし,,,
5823,アイランドシティ変電所,,一致なし,,,
5825,三城変電所,,一致なし,,,
5826,三芳変電所,,一致なし,,,
5827,上岡変電所,,一致なし,,,
5828,上白水変電所,,一致なし,,,
5829,下筌変電所,,一致なし,,,
5830,中種子変電所,,一致(全国)だが九州エリア外のため不採用,,,中種子変電所
5831,今宿変電所,,一致なし,,,
5832,伊倉(6kV)変電所,,一致なし,,,
5833,佐々変電所,,一致なし,,,
5834,佐世保変電所,,一致なし,,,
5835,佐伯変電所,,一致なし,,,
5836,佐志変電所,,一致なし,,,
5837,佐賀関変電所,,一致なし,,,
5838,佐須奈変電所,,一致なし,,,
5839,健軍変電所,,一致なし,,,
5840,元石変電所,,一致なし,,,
5841,八女変電所,,一致なし,,,
5842,前原変電所,,一致(全国)だが九州エリア外のため不採用,,,前原変電所
5844,加来変電所,,一致なし,,,
5846,原古賀変電所,,一致なし,,,
5847,古閑(6kV)変電所,,一致なし,,,
5848,吉井変電所,,一致(全国)だが九州エリア外のため不採用,,,吉井変電所
5849,名瀬変電所,,一致なし,,,
5851,周船寺変電所,,一致なし,,,
5854,塩屋変電所,,候補2件で特定不可,,,
5855,塩田変電所,,一致なし,,,
5856,夜明変電所,,一致なし,,,
5857,大久保変電所,,一致(電圧で特定)(全国)だが九州エリア外のため不採用,,,大久保変電所
5858,大刀洗変電所,,一致なし,,,
5859,大南変電所,,一致なし,,,
5860,大岳変電所,,一致なし,,,
5861,大島変電所,,一致なし,,,
5862,大津変電所,,一致(電圧で特定)(全国)だが九州エリア外のため不採用,,,大津変電所
5863,大渕変電所,,一致なし,,,
5864,大牟田変電所,,一致なし,,,
5865,大財変電所,,一致なし,,,
5866,大野変電所,,候補3件で特定不可,,,
5867,女子畑変電所,,一致なし,,,
5868,妙見変電所,,一致なし,,,
5869,嬉野変電所,,一致なし,,,
5870,宇島変電所,,一致なし,,,
5871,宇美変電所,,一致なし,,,
5872,安岐変電所,,一致なし,,,
5873,宮の下変電所,,一致なし,,,
5875,寒田変電所,,一致なし,,,
5876,小佐井変電所,,一致なし,,,
5877,小国変電所,,一致なし,,,
5878,小豆崎変電所,,一致なし,,,
5879,小関変電所,,一致(全国)だが九州エリア外のため不採用,,,小関変電所
5880,岡川変電所,,一致なし,,,
5881,岩屋変電所,,一致なし,,,
5882,岸井(22kV)変電所,,一致なし,,,
5883,川上川第一変電所,,一致なし,,,
5885,川棚変電所,,一致なし,,,
5886,平戸変電所,,一致なし,,,
5887,平田台変電所,,一致なし,,,
5888,幸野変電所,,一致なし,,,
5889,広川変電所,,一致なし,,,
5890,広滝第一変電所,,一致なし,,,
5891,延命寺変電所,,一致なし,,,
5892,御館変電所,,一致なし,,,
5893,徳須恵変電所,,一致なし,,,
5896,忠見変電所,,一致なし,,,
5898,新住用川変電所,,一致(全国)だが九州エリア外のため不採用,,,新住用川変電所
5899,新宮変電所,,一致(全国)だが九州エリア外のため不採用,,,新宮変電所
5900,新種子島変電所,,一致なし,,,
5903,日奈久変電所,,一致なし,,,
5905,早岐変電所,,一致なし,,,
5906,有田変電所,,一致(全国)だが九州エリア外のため不採用,,,有田変電所
5907,木室変電所,,一致なし,,,
5908,木屋変電所,,一致なし,,,
5910,本渡変電所,,一致なし,,,
5911,村所変電所,,一致なし,,,
5912,村田変電所,,一致(全国)だが九州エリア外のため不採用,,,村田変電所
5913,東小城変電所,,一致なし,,,
5914,東彼杵変電所,,一致なし,,,
5915,東町変電所,,一致(全国)だが九州エリア外のため不採用,,,東町変電所
5916,杵築変電所,,一致なし,,,
5917,松原変電所,,一致なし,,,
5918,松崎変電所,,一致(全国)だが九州エリア外のため不採用,,,松崎変電所
5919,柳ヶ浦変電所,,一致なし,,,
5920,柳川変電所,,一致なし,,,
5921,柿原変電所,,一致なし,,,
5923,横竹変電所,,一致なし,,,
5925,江津変電所,,一致なし,,,
5926,江迎変電所,,一致なし,,,
5927,沈堕変電所,,一致なし,,,
5928,沖洲変電所,,一致なし,,,
5929,波佐見変電所,,一致なし,,,
5930,津久見変電所,,一致なし,,,
5931,浜玉変電所,,一致なし,,,
5932,浜田変電所,,一致(全国)だが九州エリア外のため不採用,,,浜田変電所
5933,渡川変電所,,一致なし,,,
5934,港町変電所,,一致なし,,,
5935,湯山変電所,,一致なし,,,
5936,湯田変電所,,一致なし,,,
5937,瀬高変電所,,一致なし,,,
5938,熊野変電所,,一致なし,,,
5939,牛深変電所,,一致なし,,,
5941,王ノ瀬変電所,,一致なし,,,
5942,田平変電所,,一致なし,,,
5943,田浦変電所,,一致なし,,,
5944,田迎変電所,,一致なし,,,
5946,的石変電所,,一致なし,,,
5947,相浦変電所,,一致なし,,,
5948,矢上変電所,,一致なし,,,
5949,神田変電所,,一致(電圧で特定)(全国)だが九州エリア外のため不採用,,,神田変電所
5950,神辺変電所,,一致なし,,,
5951,神野変電所,,一致(全国)だが九州エリア外のため不採用,,,神野変電所
5953,種子島第一変電所,,一致なし,,,
5954,立花変電所,,一致(全国)だが九州エリア外のため不採用,,,立花変電所
5955,竜郷変電所,,一致なし,,,
5956,竹田津変電所,,一致なし,,,
5957,笠之原変電所,,一致なし,,,
5959,築城(22kV)変電所,,一致なし,,,
5960,簑島変電所,,一致なし,,,
5961,米之津変電所,,一致なし,,,
5962,臼杵変電所,,一致なし,,,
5963,船越変電所,,一致なし,,,
5964,芦北変電所,,一致なし,,,
5965,若葉変電所,,一致(全国)だが九州エリア外のため不採用,,,若葉変電所
5966,菊池川第三変電所,,一致なし,,,
5967,菊陽(22kV)変電所,,一致なし,,,
5968,藤棚変電所,,一致なし,,,
5970,豊玉変電所,,一致なし,,,
5971,軸丸変電所,,一致なし,,,
5972,近見変電所,,一致なし,,,
5974,野上変電所,,一致(全国)だが九州エリア外のため不採用,,,野上変電所
5975,野原変電所,,一致なし,,,
5976,針尾変電所,,一致なし,,,
5977,鍋島変電所,,一致なし,,,
5978,阿久根変電所,,一致なし,,,
5984,高木瀬変電所,,一致なし,,,
5985,高田変電所,,候補2件で特定不可,,,
5986,鶴川変電所,,一致(全国)だが九州エリア外のため不採用,,,鶴川変電所
5987,鹿島変電所,,一致(電圧で特定)(全国)だが九州エリア外のため不採用,,,鹿島変電所
6009,友寄変電所,沖縄県,一致なし,,,
6010,栄野比変電所,沖縄県,一致なし,,,
6011,牧港第一変電所,沖縄県,一致なし,,,
6012,石川火力変電所,沖縄県,一致なし,,,
6013,金武火力変電所,沖縄県,一致なし,,,
6014,ギンバル変電所,沖縄県,一致なし,,,
6015,与勝変電所,沖縄県,一致なし,,,
6016,中の町変電所,沖縄県,一致なし,,,
6017,中城湾変電所,沖縄県,一致なし,,,
6018,今帰仁変電所,沖縄県,一致なし,,,
6019,仲石変電所,沖縄県,一致なし,,,
6020,伊平変電所,沖縄県,一致なし,,,
6021,伊波変電所,沖縄県,一致なし,,,
6022,伊良皆第一変電所,沖縄県,一致なし,,,
6023,具志頭変電所,沖縄県,一致なし,,,
6024,冨着変電所,沖縄県,一致なし,,,
6025,勢理客変電所,沖縄県,一致なし,,,
6026,北谷変電所,沖縄県,一致なし,,,
6027,南上原変電所,沖縄県,一致なし,,,
6028,古波蔵変電所,沖縄県,一致なし,,,
6029,喜仲変電所,沖縄県,一致なし,,,
6030,喜瀬変電所,沖縄県,一致なし,,,
6031,城間変電所,沖縄県,一致なし,,,
6032,大保変電所,沖縄県,一致なし,,,
6033,大名変電所,沖縄県,一致なし,,,
6034,大山変電所,沖縄県,一致なし,,,
6035,天願変電所,沖縄県,一致なし,,,
6037,安和変電所,沖縄県,一致なし,,,
6038,安室変電所,沖縄県,一致なし,,,
6039,安富祖変電所,沖縄県,一致なし,,,
6040,安谷屋変電所,沖縄県,一致なし,,,
6041,宮城変電所,沖縄県,一致なし,,,
6042,屋良変電所,沖縄県,一致なし,,,
6043,島袋変電所,沖縄県,一致なし,,,
6044,平安座変電所,沖縄県,一致なし,,,
6045,座喜味変電所,沖縄県,一致なし,,,
6046,恩納変電所,沖縄県,一致なし,,,
6047,新名護変電所,沖縄県,一致なし,,,
6048,新金武変電所,沖縄県,一致なし,,,
6049,普天間変電所,沖縄県,一致なし,,,
6050,本部変電所,沖縄県,一致なし,,,
6051,東町変電所,沖縄県,一致なし,,,
6052,松尾変電所,沖縄県,一致なし,,,
6053,桑江変電所,沖縄県,一致なし,,,
6054,浦添変電所,沖縄県,一致なし,,,
6055,牧志変電所,沖縄県,一致なし,,,
6056,瑞慶覧変電所,沖縄県,一致なし,,,
6057,真壁変電所,沖縄県,一致なし,,,
6058,真玉橋変電所,沖縄県,一致なし,,,
6059,知花変電所,沖縄県,一致なし,,,
6060,石川変電所,沖縄県,一致なし,,,
6061,糸満変電所,沖縄県,一致なし,,,
6062,繁多川変電所,沖縄県,一致なし,,,
6063,美里変電所,沖縄県,一致なし,,,
6064,羽地変電所,沖縄県,一致なし,,,
6065,辺野古変電所,沖縄県,一致なし,,,
6066,阿波根変電所,沖縄県,一致なし,,,
6067,高原変電所,沖縄県,一致なし,,,
6068,高安変電所,沖縄県,一致なし,,,
